,gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,layer,path
1060,metro24.0,SkorowidzOrtofomapy2024.1322799,,,,,,,,,,,,,N-34-49-B-d-2-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322799.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322799_N-34-49-B-d-2-1.tif,,SkorowidzOrtofomapy2024.1322799.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1044.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1061,metro24.1,SkorowidzOrtofomapy2024.1322894,,,,,,,,,,,,,N-34-61-B-b-2-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322894.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322894_N-34-61-B-b-2-1.tif,,SkorowidzOrtofomapy2024.1322894.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1098.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1062,metro24.2,SkorowidzOrtofomapy2024.1322884,,,,,,,,,,,,,N-34-50-D-c-3-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322884.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322884_N-34-50-D-c-3-3.tif,,SkorowidzOrtofomapy2024.1322884.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1111.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1063,metro24.3,SkorowidzOrtofomapy2024.1322826,,,,,,,,,,,,,N-34-49-D-d-2-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322826.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322826_N-34-49-D-d-2-1.tif,,SkorowidzOrtofomapy2024.1322826.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1181.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1064,metro24.4,SkorowidzOrtofomapy2024.1322801,,,,,,,,,,,,,N-34-49-B-d-2-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322801.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322801_N-34-49-B-d-2-3.tif,,SkorowidzOrtofomapy2024.1322801.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,998.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1065,metro24.5,SkorowidzOrtofomapy2024.1322797,,,,,,,,,,,,,N-34-49-B-d-1-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322797.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322797_N-34-49-B-d-1-3.tif,,SkorowidzOrtofomapy2024.1322797.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1043.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1066,metro24.6,SkorowidzOrtofomapy2024.1322879,,,,,,,,,,,,,N-34-50-C-d-4-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322879.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322879_N-34-50-C-d-4-2.tif,,SkorowidzOrtofomapy2024.1322879.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1055.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1067,metro24.7,SkorowidzOrtofomapy2024.1322818,,,,,,,,,,,,,N-34-49-D-b-2-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322818.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322818_N-34-49-D-b-2-3.tif,,SkorowidzOrtofomapy2024.1322818.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1034.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1068,metro24.8,SkorowidzOrtofomapy2024.1322815,,,,,,,,,,,,,N-34-49-D-b-1-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322815.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322815_N-34-49-D-b-1-4.tif,,SkorowidzOrtofomapy2024.1322815.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1044.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1069,metro24.9,SkorowidzOrtofomapy2024.1322803,,,,,,,,,,,,,N-34-49-B-d-3-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322803.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322803_N-34-49-B-d-3-1.tif,,SkorowidzOrtofomapy2024.1322803.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1106.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1070,metro24.10,SkorowidzOrtofomapy2024.1322812,,,,,,,,,,,,,N-34-49-D-b-1-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322812.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322812_N-34-49-D-b-1-1.tif,,SkorowidzOrtofomapy2024.1322812.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1123.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1071,metro24.11,SkorowidzOrtofomapy2024.1322806,,,,,,,,,,,,,N-34-49-B-d-3-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322806.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322806_N-34-49-B-d-3-4.tif,,SkorowidzOrtofomapy2024.1322806.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,856.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1072,metro24.12,SkorowidzOrtofomapy2024.1322823,,,,,,,,,,,,,N-34-49-D-b-4-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322823.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322823_N-34-49-D-b-4-3.tif,,SkorowidzOrtofomapy2024.1322823.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1039.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1073,metro24.13,SkorowidzOrtofomapy2024.1322821,,,,,,,,,,,,,N-34-49-D-b-4-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322821.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322821_N-34-49-D-b-4-1.tif,,SkorowidzOrtofomapy2024.1322821.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1063.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1074,metro24.14,SkorowidzOrtofomapy2024.1322811,,,,,,,,,,,,,N-34-49-D-a-2-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322811.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322811_N-34-49-D-a-2-2.tif,,SkorowidzOrtofomapy2024.1322811.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1090.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1075,metro24.15,SkorowidzOrtofomapy2024.1322816,,,,,,,,,,,,,N-34-49-D-b-2-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322816.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322816_N-34-49-D-b-2-1.tif,,SkorowidzOrtofomapy2024.1322816.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1034.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1076,metro24.16,SkorowidzOrtofomapy2024.1322873,,,,,,,,,,,,,N-34-50-C-d-2-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322873.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322873_N-34-50-C-d-2-4.tif,,SkorowidzOrtofomapy2024.1322873.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,492.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1077,metro24.17,SkorowidzOrtofomapy2024.1322804,,,,,,,,,,,,,N-34-49-B-d-3-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322804.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322804_N-34-49-B-d-3-2.tif,,SkorowidzOrtofomapy2024.1322804.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,986.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1078,metro24.18,SkorowidzOrtofomapy2024.1322794,,,,,,,,,,,,,N-34-49-B-c-4-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322794.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322794_N-34-49-B-c-4-4.tif,,SkorowidzOrtofomapy2024.1322794.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1107.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1079,metro24.19,SkorowidzOrtofomapy2024.1322910,,,,,,,,,,,,,N-34-62-A-b-2-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322910.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322910_N-34-62-A-b-2-2.tif,,SkorowidzOrtofomapy2024.1322910.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1032.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1080,metro24.20,SkorowidzOrtofomapy2024.1322796,,,,,,,,,,,,,N-34-49-B-d-1-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322796.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322796_N-34-49-B-d-1-2.tif,,SkorowidzOrtofomapy2024.1322796.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1007.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1081,metro24.21,SkorowidzOrtofomapy2024.1322798,,,,,,,,,,,,,N-34-49-B-d-1-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322798.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322798_N-34-49-B-d-1-4.tif,,SkorowidzOrtofomapy2024.1322798.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,968.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1082,metro24.22,SkorowidzOrtofomapy2024.1322830,,,,,,,,,,,,,N-34-49-D-d-4-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322830.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322830_N-34-49-D-d-4-1.tif,,SkorowidzOrtofomapy2024.1322830.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1117.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1083,metro24.23,SkorowidzOrtofomapy2024.1322813,,,,,,,,,,,,,N-34-49-D-b-1-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322813.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322813_N-34-49-D-b-1-2.tif,,SkorowidzOrtofomapy2024.1322813.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1075.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1084,metro24.24,SkorowidzOrtofomapy2024.1322825,,,,,,,,,,,,,N-34-49-D-d-1-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322825.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322825_N-34-49-D-d-1-4.tif,,SkorowidzOrtofomapy2024.1322825.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1107.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1085,metro24.25,SkorowidzOrtofomapy2024.1322881,,,,,,,,,,,,,N-34-50-C-d-4-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322881.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322881_N-34-50-C-d-4-4.tif,,SkorowidzOrtofomapy2024.1322881.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,993.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1086,metro24.26,SkorowidzOrtofomapy2024.1322828,,,,,,,,,,,,,N-34-49-D-d-2-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322828.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322828_N-34-49-D-d-2-3.tif,,SkorowidzOrtofomapy2024.1322828.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1144.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1087,metro24.27,SkorowidzOrtofomapy2024.1322807,,,,,,,,,,,,,N-34-49-B-d-4-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322807.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322807_N-34-49-B-d-4-1.tif,,SkorowidzOrtofomapy2024.1322807.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,914.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1088,metro24.28,SkorowidzOrtofomapy2024.1322832,,,,,,,,,,,,,N-34-49-D-d-4-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322832.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322832_N-34-49-D-d-4-3.tif,,SkorowidzOrtofomapy2024.1322832.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1082.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1089,metro24.29,SkorowidzOrtofomapy2024.1322805,,,,,,,,,,,,,N-34-49-B-d-3-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322805.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322805_N-34-49-B-d-3-3.tif,,SkorowidzOrtofomapy2024.1322805.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1092.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1090,metro24.30,SkorowidzOrtofomapy2024.1322814,,,,,,,,,,,,,N-34-49-D-b-1-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322814.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322814_N-34-49-D-b-1-3.tif,,SkorowidzOrtofomapy2024.1322814.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1108.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1091,metro24.31,SkorowidzOrtofomapy2024.1322809,,,,,,,,,,,,,N-34-49-B-d-4-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322809.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322809_N-34-49-B-d-4-3.tif,,SkorowidzOrtofomapy2024.1322809.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,705.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1092,metro24.32,SkorowidzOrtofomapy2024.1322820,,,,,,,,,,,,,N-34-49-D-b-3-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322820.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322820_N-34-49-D-b-3-2.tif,,SkorowidzOrtofomapy2024.1322820.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1088.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1093,metro24.33,SkorowidzOrtofomapy2024.1322887,,,,,,,,,,,,,N-34-50-D-c-4-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322887.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322887_N-34-50-D-c-4-3.tif,,SkorowidzOrtofomapy2024.1322887.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,986.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1094,metro24.34,SkorowidzOrtofomapy2024.1322890,,,,,,,,,,,,,N-34-50-D-d-3-3,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322890.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322890_N-34-50-D-d-3-3.tif,,SkorowidzOrtofomapy2024.1322890.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,769.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1095,metro24.35,SkorowidzOrtofomapy2024.1322921,,,,,,,,,,,,,N-34-62-B-a-2-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322921.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322921_N-34-62-B-a-2-2.tif,,SkorowidzOrtofomapy2024.1322921.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1223.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1096,metro24.36,SkorowidzOrtofomapy2024.1322923,,,,,,,,,,,,,N-34-62-B-b-1-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322923.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322923_N-34-62-B-b-1-1.tif,,SkorowidzOrtofomapy2024.1322923.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1190.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1097,metro24.37,SkorowidzOrtofomapy2024.1322920,,,,,,,,,,,,,N-34-62-B-a-2-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322920.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322920_N-34-62-B-a-2-1.tif,,SkorowidzOrtofomapy2024.1322920.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1227.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1098,metro24.38,SkorowidzOrtofomapy2024.1322883,,,,,,,,,,,,,N-34-50-D-c-3-2,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322883.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322883_N-34-50-D-c-3-2.tif,,SkorowidzOrtofomapy2024.1322883.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,550.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1099,metro24.39,SkorowidzOrtofomapy2024.1322886,,,,,,,,,,,,,N-34-50-D-c-4-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322886.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322886_N-34-50-D-c-4-1.tif,,SkorowidzOrtofomapy2024.1322886.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,245.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1100,metro24.40,SkorowidzOrtofomapy2024.1322922,,,,,,,,,,,,,N-34-62-B-a-2-4,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322922.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322922_N-34-62-B-a-2-4.tif,,SkorowidzOrtofomapy2024.1322922.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1217.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
1101,metro24.41,SkorowidzOrtofomapy2024.1322882,,,,,,,,,,,,,N-34-50-D-c-3-1,2024.0,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322882.akt_data,,,,,,,,,,,,,,,,2024-09-20,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322882_N-34-50-D-c-3-1.tif,,SkorowidzOrtofomapy2024.1322882.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,946.0,metro24,C:/Users/admin/Desktop/inference_data/Inference_data/QGIS_project/metro24.gml|layername=metro24
