gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,JPT_KOD_JE,JPT_SJR_KO,JPT_NAZWA_,JPT_POWIER,JPT_ORGAN_,JPT_KOD__1,JPT_NAZWA1,JPT_ORGAN1,JPT_WAZNA_,IIP_PRZEST,IIP_IDENTY,JPT_KJ_IIP,JPT_KJ_I_1,JPT_KJ_I_2,JPT_SPS_KO,JPT_POWI_1,JPT_KJ_I_3,JPT_JOR_ID,WERSJA_OD,WERSJA_DO,WAZNY_OD,WAZNY_DO,IIP_WERSJA,JPT_OPIS,JPT_ID,SHAPE_LENG,SHAPE_LE_1,SHAPE_AREA,layer,path
ggs23.40,SkorowidzOrtofomapy2023.1266742,,,,,,,,,,,,,N-34-50-C-c-2-3,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266742.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266742_N-34-50-C-c-2-3.tif,,SkorowidzOrtofomapy2023.1266742.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,38,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.41,SkorowidzOrtofomapy2023.1262026,,,,,,,,,,,,,N-34-50-C-d-3-2,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262026.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262026_N-34-50-C-d-3-2.tif,,SkorowidzOrtofomapy2023.1262026.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,35,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.43,SkorowidzOrtofomapy2023.1262020,,,,,,,,,,,,,N-34-50-C-c-4-3,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262020.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262020_N-34-50-C-c-4-3.tif,,SkorowidzOrtofomapy2023.1262020.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,38,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.44,SkorowidzOrtofomapy2023.1262439,,,,,,,,,,,,,N-34-49-D-d-4-2,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262439.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262439_N-34-49-D-d-4-2.tif,,SkorowidzOrtofomapy2023.1262439.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,33,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.45,SkorowidzOrtofomapy2023.1262409,,,,,,,,,,,,,N-34-49-D-b-4-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262409.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262409_N-34-49-D-b-4-4.tif,,SkorowidzOrtofomapy2023.1262409.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,35,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.47,SkorowidzOrtofomapy2023.1266750,,,,,,,,,,,,,N-34-50-C-c-4-3,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266750.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266750_N-34-50-C-c-4-3.tif,,SkorowidzOrtofomapy2023.1266750.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,39,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.49,SkorowidzOrtofomapy2023.1267169,,,,,,,,,,,,,N-34-49-D-d-4-2,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1267169.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1267169_N-34-49-D-d-4-2.tif,,SkorowidzOrtofomapy2023.1267169.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,34,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.50,SkorowidzOrtofomapy2023.1262433,,,,,,,,,,,,,N-34-49-D-d-2-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262433.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262433_N-34-49-D-d-2-4.tif,,SkorowidzOrtofomapy2023.1262433.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,32,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.51,SkorowidzOrtofomapy2023.1262014,,,,,,,,,,,,,N-34-50-C-c-3-1,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262014.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262014_N-34-50-C-c-3-1.tif,,SkorowidzOrtofomapy2023.1262014.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,34,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.52,SkorowidzOrtofomapy2023.1266749,,,,,,,,,,,,,N-34-50-C-c-4-2,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266749.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266749_N-34-50-C-c-4-2.tif,,SkorowidzOrtofomapy2023.1266749.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,41,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.54,SkorowidzOrtofomapy2023.1266753,,,,,,,,,,,,,N-34-50-C-d-1-4,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266753.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266753_N-34-50-C-d-1-4.tif,,SkorowidzOrtofomapy2023.1266753.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,29,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.56,SkorowidzOrtofomapy2023.1262009,,,,,,,,,,,,,N-34-50-C-c-1-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262009.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262009_N-34-50-C-c-1-4.tif,,SkorowidzOrtofomapy2023.1262009.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,33,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.59,SkorowidzOrtofomapy2023.1266723,,,,,,,,,,,,,N-34-50-C-a-3-4,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266723.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266723_N-34-50-C-a-3-4.tif,,SkorowidzOrtofomapy2023.1266723.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,36,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.60,SkorowidzOrtofomapy2023.1267139,,,,,,,,,,,,,N-34-49-D-b-4-4,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1267139.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1267139_N-34-49-D-b-4-4.tif,,SkorowidzOrtofomapy2023.1267139.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,37,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.61,SkorowidzOrtofomapy2023.1262015,,,,,,,,,,,,,N-34-50-C-c-3-2,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262015.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262015_N-34-50-C-c-3-2.tif,,SkorowidzOrtofomapy2023.1262015.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,34,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.62,SkorowidzOrtofomapy2023.1262013,,,,,,,,,,,,,N-34-50-C-c-2-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262013.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262013_N-34-50-C-c-2-4.tif,,SkorowidzOrtofomapy2023.1262013.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,36,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.64,SkorowidzOrtofomapy2023.1266722,,,,,,,,,,,,,N-34-50-C-a-3-3,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266722.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266722_N-34-50-C-a-3-3.tif,,SkorowidzOrtofomapy2023.1266722.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,35,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.68,SkorowidzOrtofomapy2023.1262441,,,,,,,,,,,,,N-34-49-D-d-4-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262441.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262441_N-34-49-D-d-4-4.tif,,SkorowidzOrtofomapy2023.1262441.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,32,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.70,SkorowidzOrtofomapy2023.1267137,,,,,,,,,,,,,N-34-49-D-b-4-2,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1267137.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1267137_N-34-49-D-b-4-2.tif,,SkorowidzOrtofomapy2023.1267137.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,34,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.71,SkorowidzOrtofomapy2023.1266737,,,,,,,,,,,,,N-34-50-C-c-1-2,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266737.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266737_N-34-50-C-c-1-2.tif,,SkorowidzOrtofomapy2023.1266737.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,35,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.73,SkorowidzOrtofomapy2023.1266756,,,,,,,,,,,,,N-34-50-C-d-3-2,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266756.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266756_N-34-50-C-d-3-2.tif,,SkorowidzOrtofomapy2023.1266756.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,36,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.75,SkorowidzOrtofomapy2023.1262021,,,,,,,,,,,,,N-34-50-C-c-4-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262021.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262021_N-34-50-C-c-4-4.tif,,SkorowidzOrtofomapy2023.1262021.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.77,SkorowidzOrtofomapy2023.1267171,,,,,,,,,,,,,N-34-49-D-d-4-4,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1267171.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1267171_N-34-49-D-d-4-4.tif,,SkorowidzOrtofomapy2023.1267171.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,33,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.78,SkorowidzOrtofomapy2023.1266164,,,,,,,,,,,,,N-34-50-C-d-3-4,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266164.akt_data,,,,,,,,,,,,,,,,2023-05-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266164_N-34-50-C-d-3-4.tif,,SkorowidzOrtofomapy2023.1266164.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,39,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.79,SkorowidzOrtofomapy2023.1261434,,,,,,,,,,,,,N-34-50-C-d-3-4,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1261434.akt_data,,,,,,,,,,,,,,,,2023-05-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1261434_N-34-50-C-d-3-4.tif,,SkorowidzOrtofomapy2023.1261434.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,37,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.80,SkorowidzOrtofomapy2023.1261433,,,,,,,,,,,,,N-34-50-C-d-3-3,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1261433.akt_data,,,,,,,,,,,,,,,,2023-05-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1261433_N-34-50-C-d-3-3.tif,,SkorowidzOrtofomapy2023.1261433.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,38,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.81,SkorowidzOrtofomapy2023.1266163,,,,,,,,,,,,,N-34-50-C-d-3-3,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266163.akt_data,,,,,,,,,,,,,,,,2023-05-11,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266163_N-34-50-C-d-3-3.tif,,SkorowidzOrtofomapy2023.1266163.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.88,SkorowidzOrtofomapy2023.1262002,,,,,,,,,,,,,N-34-62-A-a-2-2,2023,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1262002.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78971/78971_1262002_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2023.1262002.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,40,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
ggs23.90,SkorowidzOrtofomapy2023.1266732,,,,,,,,,,,,,N-34-62-A-a-2-2,2023,0.25,CIR,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.003.2023,,SkorowidzOrtofomapy2023.1266732.akt_data,,,,,,,,,,,,,,,,2023-04-23,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/78970/78970_1266732_N-34-62-A-a-2-2.tif,,SkorowidzOrtofomapy2023.1266732.dt_pzgik,,,,,,,,,,,,,,,,2024-03-04,41,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201",ggs23wew,C:/Users/admin/Downloads/ggs23wew.gml
